id,name,version,layout,released_at,image_uris,cost,inkwell,ink,inks,type,classifications,text,keywords,move_cost,strength,willpower,lore,rarity,illustrators,collector_number,lang,flavor_text,tcgplayer_id,legalities,set,prices
crd_4ab0c55e07324d30903f51b7bbd41c8d,Dinglehopper,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_4ab0c55e07324d30903f51b7bbd41c8d.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_4ab0c55e07324d30903f51b7bbd41c8d.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_4ab0c55e07324d30903f51b7bbd41c8d.avif?1709690747'}}",1,True,Amber,,['Item'],,STRAIGHTEN HAIR {E} — Remove up to 1 damage from chosen character.,[],,,,,Common,['Eri Welli'],32,en,Enjoy the finest of human hairstyles!,492733,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.03', 'usd_foil': '0.23'}"
crd_8d54bb18a7514ab19536ac9afe747002,Lantern,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_8d54bb18a7514ab19536ac9afe747002.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_8d54bb18a7514ab19536ac9afe747002.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_8d54bb18a7514ab19536ac9afe747002.avif?1709690747'}}",2,False,Amber,,['Item'],,BIRTHDAY LIGHTS {E} — You pay 1 {I} less for the next character you play this turn.,[],,,,,Rare,['Eri Welli'],33,en,"Lanterns fill the sky on one special night, beacons of hope and love.",493500,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.34', 'usd_foil': '2.8'}"
crd_a2c18604455b4a4c8d4868ad36370d3d,Ursula's Shell Necklace,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_a2c18604455b4a4c8d4868ad36370d3d.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_a2c18604455b4a4c8d4868ad36370d3d.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_a2c18604455b4a4c8d4868ad36370d3d.avif?1709690747'}}",3,False,Amber,,['Item'],,"NOW, SING! Whenever you play a song, you may pay 1 {I} to draw a card.",[],,,,,Rare,['Jenna Gray'],34,en,"""Singing is a lovely pastime...if you've got the voice for it.""
—Ursula",504692,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.23', 'usd_foil': '1.1'}"
crd_6e2cd50802964cfdb903d16ef856caae,Anna,Heir to Arendelle,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_6e2cd50802964cfdb903d16ef856caae.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_6e2cd50802964cfdb903d16ef856caae.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_6e2cd50802964cfdb903d16ef856caae.avif?1709690747'}}",4,True,Amethyst,,['Character'],"['Storyborn', 'Hero', 'Queen']","LOVING HEART When you play this character, if you have a character named Elsa in play, choose an opposing character. The chosen character doesn't ready at the start of their next turn.",[],,2,4,2,Uncommon,['Valerio Buonfantino'],35,en,"""Two sisters, one mind.""",504444,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.11', 'usd_foil': '0.41'}"
crd_f2b9a7e014e64eca88d8c9c7eee07019,Archimedes,Highly Educated Owl,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_f2b9a7e014e64eca88d8c9c7eee07019.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_f2b9a7e014e64eca88d8c9c7eee07019.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_f2b9a7e014e64eca88d8c9c7eee07019.avif?1709690747'}}",1,True,Amethyst,,['Character'],"['Dreamborn', 'Ally']",,[],,2,2,1,Common,['Kendall Hale'],36,en,"""Flying is not merely some crude, mechanical process. It is a delicate art. Purely aesthetic. Poetry of motion. And the best way to learn it is to do it!""",501406,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.06', 'usd_foil': '0.31'}"
crd_a23c8618b0aa41f9b41b9f0603495380,Dr. Facilier,Agent Provocateur,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_a23c8618b0aa41f9b41b9f0603495380.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_a23c8618b0aa41f9b41b9f0603495380.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_a23c8618b0aa41f9b41b9f0603495380.avif?1709690747'}}",7,False,Amethyst,,['Character'],"['Floodborn', 'Villain', 'Sorcerer']","Shift 5 (You may pay 5 {I} to play this on top of one of your characters named Dr. Facilier.)
INTO THE SHADOWS Whenever one of your other characters is banished in a challenge, you may return that card to your hand.",['Shift'],,4,5,3,Rare,['Isaiah Mesq'],37,en,,508723,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.13', 'usd_foil': '1.02'}"
crd_17c7228380dd4d8e8b5e2cce3058d9d3,Dr. Facilier,Charlatan,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_17c7228380dd4d8e8b5e2cce3058d9d3.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_17c7228380dd4d8e8b5e2cce3058d9d3.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_17c7228380dd4d8e8b5e2cce3058d9d3.avif?1709690747'}}",2,True,Amethyst,,['Character'],"['Storyborn', 'Villain', 'Sorcerer']","Challenger +2 (While challenging, this character gets +2 {S}.)",['Challenger'],,0,4,1,Common,['Grace Tran'],38,en,"""Enchantée. A tip of the hat from Dr. Facilier.""",494099,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.03', 'usd_foil': '0.25'}"
crd_7c6dbcfcfb90484c9e7d5f28cee46687,Dr. Facilier,Remarkable Gentleman,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_7c6dbcfcfb90484c9e7d5f28cee46687.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_7c6dbcfcfb90484c9e7d5f28cee46687.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_7c6dbcfcfb90484c9e7d5f28cee46687.avif?1709690747'}}",3,True,Amethyst,,['Character'],"['Storyborn', 'Villain', 'Sorcerer']","DREAMS MADE REAL Whenever you play a song, you may look at the top 2 cards of your deck. Put one on the top of your deck and the other on the bottom.",[],,2,4,1,Rare,['Cam Kendell'],39,en,,508727,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.21', 'usd_foil': '0.89'}"
crd_643a385f109c4e50a6462b86c64b98b2,Elsa,Queen Regent,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_643a385f109c4e50a6462b86c64b98b2.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_643a385f109c4e50a6462b86c64b98b2.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_643a385f109c4e50a6462b86c64b98b2.avif?1709690747'}}",4,True,Amethyst,,['Character'],"['Storyborn', 'Hero', 'Queen', 'Sorcerer']",,[],,4,4,1,Common,['Duyen Nguyen / Aubrey Archer'],40,en,"""I never knew what I was capable of.""",507276,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.11', 'usd_foil': '0.28'}"
crd_cd96e3f148dd46de80ac08abe51a48e4,Elsa,Snow Queen,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_cd96e3f148dd46de80ac08abe51a48e4.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_cd96e3f148dd46de80ac08abe51a48e4.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_cd96e3f148dd46de80ac08abe51a48e4.avif?1709690747'}}",3,True,Amethyst,,['Character'],"['Dreamborn', 'Hero', 'Queen', 'Sorcerer']",FREEZE {E} — Exert chosen opposing character.,[],,2,3,1,Uncommon,['Nicholas Kole'],41,en,"Recreated by magical ink, Elsa found herself in an entirely new world. Fortunately, ice works the same way everywhere.",492705,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.13', 'usd_foil': '0.9'}"
crd_04bca46a8e2d4e9ba0fbdbfc6c99e51e,Elsa,Spirit of Winter,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_04bca46a8e2d4e9ba0fbdbfc6c99e51e.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_04bca46a8e2d4e9ba0fbdbfc6c99e51e.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_04bca46a8e2d4e9ba0fbdbfc6c99e51e.avif?1709690747'}}",8,False,Amethyst,,['Character'],"['Floodborn', 'Hero', 'Queen', 'Sorcerer']","Shift 6 (You may pay 6 {I} to play this on top of one of your characters named Elsa.)
DEEP FREEZE When you play this character, exert up to 2 chosen characters. They can't ready at the start of their next turn.",['Shift'],,4,6,3,Legendary,['Matthew Robert Davies'],42,en,Ice is stronger than you may think.,507512,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '10.87', 'usd_foil': '48.17'}"
crd_e5912655e48f42a9ab863ac2337171cc,Flotsam,Ursula's Spy,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_e5912655e48f42a9ab863ac2337171cc.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_e5912655e48f42a9ab863ac2337171cc.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_e5912655e48f42a9ab863ac2337171cc.avif?1709690747'}}",5,False,Amethyst,,['Character'],"['Storyborn', 'Ally']","Rush (This character can challenge the turn they're played.)
DEXTEROUS LUNGE Your characters named Jetsam gain Rush.",['Rush'],,3,4,2,Rare,['Luis Huerta'],43,en,"""We know someone who can help you... for a price.""",503318,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.07', 'usd_foil': '0.85'}"
crd_10bcf02ebeea4a3c8aac36e976120e99,Jafar,Keeper of Secrets,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_10bcf02ebeea4a3c8aac36e976120e99.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_10bcf02ebeea4a3c8aac36e976120e99.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_10bcf02ebeea4a3c8aac36e976120e99.avif?1709690747'}}",4,True,Amethyst,,['Character'],"['Dreamborn', 'Villain', 'Sorcerer']",HIDDEN WONDERS This character gets +1 {S} for each card in your hand.,[],,0,5,2,Rare,['Marcel Berg'],44,en,There's more than one way to bury secrets.,507719,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.23', 'usd_foil': '1.4'}"
crd_695cab1b70c24a0289cc2d3c2316dfed,Jafar,Wicked Sorcerer,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_695cab1b70c24a0289cc2d3c2316dfed.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_695cab1b70c24a0289cc2d3c2316dfed.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_695cab1b70c24a0289cc2d3c2316dfed.avif?1709690747'}}",4,True,Amethyst,,['Character'],"['Dreamborn', 'Villain', 'Sorcerer']","Challenger +3 (While challenging, this character gets +3 {S}.)",['Challenger'],,2,5,1,Common,['Jake Parker'],45,en,"""Enough skulking about. It's time to show that sniveling sultan what a sorcerer can do.""",494098,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.04', 'usd_foil': '0.28'}"
crd_3725a62bd3aa40a086ad041a84a910d3,Jetsam,Ursula's Spy,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_3725a62bd3aa40a086ad041a84a910d3.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_3725a62bd3aa40a086ad041a84a910d3.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_3725a62bd3aa40a086ad041a84a910d3.avif?1709690747'}}",4,True,Amethyst,,['Character'],"['Storyborn', 'Ally']","Evasive (Only characters with Evasive can challenge this character.)
SINISTER SLITHER Your characters named Flotsam gain Evasive.",['Evasive'],,3,3,1,Common,['Brian Weisz'],46,en,"""We can help you get anything you want....""",503317,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.03', 'usd_foil': '0.21'}"
crd_95ecf1d59f004e4399a2c61e280dfd13,Magic Broom,Bucket Brigade,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_95ecf1d59f004e4399a2c61e280dfd13.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_95ecf1d59f004e4399a2c61e280dfd13.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_95ecf1d59f004e4399a2c61e280dfd13.avif?1709690747'}}",2,True,Amethyst,,['Character'],"['Dreamborn', 'Broom']","SWEEP When you play this character, you may shuffle a card from any discard into its player's deck.",[],,2,2,1,Common,['Dav Augereau / Giulia Riva'],47,en,"In the immense story-forge known as the Great Illuminary, there is always work to be done.",493477,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.06', 'usd_foil': '0.31'}"
crd_ed5b22e519844e948a57784cdc4d5a48,Maleficent,Biding Her Time,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_ed5b22e519844e948a57784cdc4d5a48.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_ed5b22e519844e948a57784cdc4d5a48.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_ed5b22e519844e948a57784cdc4d5a48.avif?1709690747'}}",1,False,Amethyst,,['Character'],"['Dreamborn', 'Villain', 'Sorcerer']",,[],,1,1,2,Rare,['Grace Tran'],48,en,"""One mustn't rush these things, or the greatest plan might come to nothing.""",493485,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '2.38', 'usd_foil': '5.99'}"
crd_ff8bf99d2bd84183bcc4b5d7a18360f0,Maleficent,Sorceress,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_ff8bf99d2bd84183bcc4b5d7a18360f0.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_ff8bf99d2bd84183bcc4b5d7a18360f0.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_ff8bf99d2bd84183bcc4b5d7a18360f0.avif?1709690747'}}",3,True,Amethyst,,['Character'],"['Storyborn', 'Villain', 'Sorcerer']","CAST MY SPELL! When you play this character, you may draw a card.",[],,2,2,1,Common,['Valerio Buonfantino'],49,en,"""You dare challenge me? Fool, my magic is more powerful than you could possibly imagine!""",494103,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.12', 'usd_foil': '0.57'}"
crd_de3c296136f24c1a8bada1580861504c,Marshmallow,Persistent Guardian,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_de3c296136f24c1a8bada1580861504c.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_de3c296136f24c1a8bada1580861504c.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_de3c296136f24c1a8bada1580861504c.avif?1709690747'}}",6,False,Amethyst,,['Character'],"['Storyborn', 'Ally']","DURABLE When this character is banished in a challenge, you may return this card to your hand.",[],,5,5,1,Super_rare,['Kendall Hale / Anh Dang'],50,en,"""Hey! We were just talking about you! All good things, all good things.""
—Olaf",505955,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.22', 'usd_foil': '1.08'}"
crd_fa380ef9482e4e808e11365588c7178e,Mickey Mouse,Wayward Sorcerer,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_fa380ef9482e4e808e11365588c7178e.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_fa380ef9482e4e808e11365588c7178e.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_fa380ef9482e4e808e11365588c7178e.avif?1709690747'}}",4,True,Amethyst,,['Character'],"['Dreamborn', 'Sorcerer']","ANIMATE BROOM You pay 1 {I} less to play Broom characters.
CEASELESS WORKER Whenever one of your Broom characters is banished in a challenge, you may return that card to your hand.",[],,3,4,2,Super_rare,['Nicholas Kole'],51,en,He always goes for the clean sweep.,492369,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.73', 'usd_foil': '0.68'}"
crd_2ceed4bdc2b3437c82a41d83d9fe8aee,Olaf,Friendly Snowman,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_2ceed4bdc2b3437c82a41d83d9fe8aee.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_2ceed4bdc2b3437c82a41d83d9fe8aee.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_2ceed4bdc2b3437c82a41d83d9fe8aee.avif?1709690747'}}",1,True,Amethyst,,['Character'],"['Storyborn', 'Ally']",,[],,1,3,1,Uncommon,['Giulia Riva'],52,en,"""I'm Olaf and I like warm hugs!""",485381,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.07', 'usd_foil': '1.36'}"
crd_52d47bf453634824858ebdd26f42d5f6,Pascal,Rapunzel's Companion,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_52d47bf453634824858ebdd26f42d5f6.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_52d47bf453634824858ebdd26f42d5f6.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_52d47bf453634824858ebdd26f42d5f6.avif?1709690747'}}",1,True,Amethyst,,['Character'],"['Storyborn', 'Ally']","CAMOUFLAGE While you have another character in play, this character gains Evasive. (Only characters with Evasive can challenge them.)",[],,1,1,1,Uncommon,['Brian Weisz'],53,en,"A true friend is always there for you, whether you can see them or not.",493488,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.1', 'usd_foil': '1.12'}"
crd_3939d10a183b4eb48b843a68c74ed87b,Rafiki,Mysterious Sage,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_3939d10a183b4eb48b843a68c74ed87b.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_3939d10a183b4eb48b843a68c74ed87b.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_3939d10a183b4eb48b843a68c74ed87b.avif?1709690747'}}",3,False,Amethyst,,['Character'],"['Dreamborn', 'Mentor', 'Sorcerer']",Rush (This character can challenge the turn they're played.),['Rush'],,3,3,1,Uncommon,['Giulia Riva'],54,en,"""The past can hurt. But the way I see it, you can either run from it or learn from it.""",501405,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.04', 'usd_foil': '0.41'}"
crd_33319f66def14264811a95e658040bb9,Sven,Official Ice Deliverer,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_33319f66def14264811a95e658040bb9.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_33319f66def14264811a95e658040bb9.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_33319f66def14264811a95e658040bb9.avif?1709690747'}}",6,True,Amethyst,,['Character'],"['Storyborn', 'Ally']",,[],,5,7,1,Uncommon,['Jared Nickerl'],55,en,"""Reindeer comin' through!""
—Kristoff",502010,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.05', 'usd_foil': '0.29'}"
crd_03be711c05fe4b8ebd081c3578f37444,The Queen,Wicked and Vain,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_03be711c05fe4b8ebd081c3578f37444.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_03be711c05fe4b8ebd081c3578f37444.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_03be711c05fe4b8ebd081c3578f37444.avif?1709690747'}}",5,True,Amethyst,,['Character'],"['Storyborn', 'Villain', 'Queen']",I SUMMON THEE {E} — Draw a card.,[],,4,5,1,Super_rare,['Matthew Robert Davies'],56,en,Sublime beauty matched with peerless cunning. Is there any question who is fairest?,508751,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.26', 'usd_foil': '1.1'}"
crd_0ab2ecd7d121461e8053278706d889d5,The Wardrobe,Belle's Confidant,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_0ab2ecd7d121461e8053278706d889d5.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_0ab2ecd7d121461e8053278706d889d5.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_0ab2ecd7d121461e8053278706d889d5.avif?1709690747'}}",3,True,Amethyst,,['Character'],"['Dreamborn', 'Ally']",,[],,3,4,1,Common,['Giulia Riva'],57,en,When you simply must have the hautest couture.,485363,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.03', 'usd_foil': '0.26'}"
crd_3ac122b5a08e42ac986aa536da6c1000,Tinker Bell,Peter Pan's Ally,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_3ac122b5a08e42ac986aa536da6c1000.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_3ac122b5a08e42ac986aa536da6c1000.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_3ac122b5a08e42ac986aa536da6c1000.avif?1709690747'}}",5,False,Amethyst,,['Character'],"['Storyborn', 'Ally', 'Fairy']","Evasive (Only characters with Evasive can challenge this character.)
LOYAL AND DEVOTED Your characters named Peter Pan gain Challenger +1. (They get +1 {S} while challenging.)",['Evasive'],,3,3,2,Common,['Adrianne Gumaya'],58,en,,507488,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.08', 'usd_foil': '0.38'}"
crd_2700ee961f214ad48e6284b2a8e864dc,Ursula,Power Hungry,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_2700ee961f214ad48e6284b2a8e864dc.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_2700ee961f214ad48e6284b2a8e864dc.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_2700ee961f214ad48e6284b2a8e864dc.avif?1709690747'}}",7,False,Amethyst,,['Character'],"['Storyborn', 'Villain', 'Sorcerer']","IT'S TOO EASY! When you play this character, each opponent loses 1 lore. You may draw a card for each 1 lore lost this way.",[],,2,8,3,Legendary,['Simangaliso Sibaya'],59,en,"The first Rule of Villainy: If you're going to be evil, you've got to have style.",508755,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '1.47', 'usd_foil': '11.35'}"
crd_fd1e38170964420294911187ef450c55,Yzma,Alchemist,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_fd1e38170964420294911187ef450c55.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_fd1e38170964420294911187ef450c55.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_fd1e38170964420294911187ef450c55.avif?1709690747'}}",2,True,Amethyst,,['Character'],"['Dreamborn', 'Villain', 'Sorcerer']","YOU'RE EXCUSED Whenever this character quests, look at the top card of your deck. Put it on either the top or the bottom of your deck.",[],,2,2,1,Common,['Hadjie Joos'],60,en,"""When I want your opinion, I will give it to you!""",492715,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.03', 'usd_foil': '0.24'}"
crd_48d5eae218d14c72a3b0485e369b2d06,Zeus,God of Lightning,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_48d5eae218d14c72a3b0485e369b2d06.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_48d5eae218d14c72a3b0485e369b2d06.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_48d5eae218d14c72a3b0485e369b2d06.avif?1709690747'}}",4,False,Amethyst,,['Character'],"['Storyborn', 'Deity']","Rush (This character can challenge the turn they're played.)
Challenger +4 (While challenging, this character gets +4 {S}.)","['Challenger', 'Rush']",,0,4,2,Rare,['Koni'],61,en,"""A little lightning solves a whole lot of problems.""",502540,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.29', 'usd_foil': '1.14'}"
